created_at,pm25_ugm3_actual_t60,pm25_ugm3_forecast_t60,pm10_ugm3_actual_t60,pm10_ugm3_forecast_t60,co_ugm3_actual_t60,co_ugm3_forecast_t60,no2_ugm3_actual_t60,no2_ugm3_forecast_t60,o3_ugm3_actual_t60,o3_ugm3_forecast_t60,forecast_at
2026-09-05 18:11:00+00:00,12.25,19.711319,9.67,21.724474,3174.28,3233.4414,0.4,0.0,19.99,20.842451,2026-09-05 19:11:00+00:00
2026-09-05 18:12:00+00:00,17.45,19.822372,21.76,21.96182,3414.86,3242.4795,1.5,0.0,19.93,20.362343,2026-09-05 19:12:00+00:00
2026-09-05 18:13:00+00:00,16.02,19.57833,19.2,22.745655,3188.73,3233.5742,0.0,0.0,20.01,20.659147,2026-09-05 19:13:00+00:00
2026-09-05 18:14:00+00:00,17.51,19.932606,19.1,22.143898,3401.65,3206.2632,0.49,0.0,19.7,20.324438,2026-09-05 19:14:00+00:00
2026-09-05 18:15:00+00:00,12.63,19.49611,14.79,21.439718,3074.14,3267.6826,0.0,0.0,20.15,20.441488,2026-09-05 19:15:00+00:00
2026-09-05 18:16:00+00:00,14.87,19.408514,19.67,21.341509,3172.34,3250.4548,0.0,0.0,19.63,20.597174,2026-09-05 19:16:00+00:00
2026-09-05 18:17:00+00:00,14.3,19.899578,18.28,20.619312,3177.06,3227.13,0.0,0.0,19.72,20.865791,2026-09-05 19:17:00+00:00
2026-09-05 18:18:00+00:00,13.16,19.543327,14.18,20.82577,3177.82,3237.83,0.0,0.0,19.63,21.148525,2026-09-05 19:18:00+00:00
2026-09-05 18:19:00+00:00,16.35,19.06376,13.12,20.956469,3370.85,3235.7625,0.0,0.0,19.95,21.091835,2026-09-05 19:19:00+00:00
2026-09-05 18:20:00+00:00,17.68,17.950989,21.7,21.330378,3310.83,3231.3489,0.04,0.0,20.9,20.385643,2026-09-05 19:20:00+00:00
2026-09-05 18:21:00+00:00,13.14,17.419592,12.38,20.5195,3300.97,3173.672,0.42,4.5513196,19.63,21.095873,2026-09-05 19:21:00+00:00
2026-09-05 18:22:00+00:00,12.84,17.527927,10.83,20.440912,3166.25,3228.1855,0.27,4.3389645,19.75,21.307814,2026-09-05 19:22:00+00:00
2026-09-05 18:23:00+00:00,16.11,17.492937,19.09,19.642344,3340.38,3265.971,0.0,0.0,19.63,20.651257,2026-09-05 19:23:00+00:00
2026-09-05 18:24:00+00:00,16.75,17.381264,21.75,19.914164,3426.58,3265.7769,0.0,0.0,20.99,20.861437,2026-09-05 19:24:00+00:00
2026-09-05 18:25:00+00:00,13.07,17.78366,15.48,21.544664,3399.0,3208.2498,0.0,0.0,20.55,20.813917,2026-09-05 19:25:00+00:00
2026-09-05 18:26:00+00:00,19.11,16.756895,20.31,20.364143,3226.0,3216.9324,0.0,0.0,19.63,20.74766,2026-09-05 19:26:00+00:00
2026-09-05 18:27:00+00:00,11.18,18.039213,11.95,21.319557,3312.92,3236.3835,0.0,0.0,20.99,20.784824,2026-09-05 19:27:00+00:00
2026-09-05 18:28:00+00:00,16.26,18.122458,16.89,22.573421,3411.62,3225.4595,0.0,0.0,19.78,20.547949,2026-09-05 19:28:00+00:00
2026-09-05 18:29:00+00:00,14.18,18.106544,20.04,21.946358,3227.27,3249.733,0.0,0.0,19.69,20.670973,2026-09-05 19:29:00+00:00
2026-09-05 18:30:00+00:00,20.02,19.254246,25.4,21.740122,3363.6,3253.6157,0.0,0.0,19.63,20.567726,2026-09-05 19:30:00+00:00
2026-09-05 18:31:00+00:00,16.14,17.7054,20.29,22.219376,3123.54,3255.3628,0.0,0.0,19.63,20.454268,2026-09-05 19:31:00+00:00
2026-09-05 18:32:00+00:00,13.55,17.943558,17.32,22.301338,3571.86,3223.1907,0.0,0.16254804,19.63,20.486221,2026-09-05 19:32:00+00:00
2026-09-05 18:33:00+00:00,14.56,19.384504,17.62,22.202076,3374.4,3245.346,0.0,0.0,19.79,20.512606,2026-09-05 19:33:00+00:00
2026-09-05 18:34:00+00:00,18.03,18.602465,20.84,21.36283,3218.97,3287.4153,0.0,0.0,19.63,20.549356,2026-09-05 19:34:00+00:00
2026-09-05 18:35:00+00:00,18.21,18.381922,20.42,21.583368,3262.35,3266.263,0.0,0.0,20.7,20.44962,2026-09-05 19:35:00+00:00
2026-09-05 18:36:00+00:00,15.42,17.865206,14.24,21.985617,3251.96,3230.4185,0.0,0.0,19.63,20.450039,2026-09-05 19:36:00+00:00
2026-09-05 18:37:00+00:00,13.54,14.9830885,17.7,17.306696,3519.77,3276.1965,0.0,0.0,19.91,20.606405,2026-09-05 19:37:00+00:00
2026-09-05 18:38:00+00:00,15.17,14.662928,19.64,16.505371,3465.93,3286.928,0.0,0.0,19.63,20.572508,2026-09-05 19:38:00+00:00
2026-09-05 18:39:00+00:00,12.11,14.93435,10.03,16.602419,3298.65,3271.775,0.0,0.0,19.63,20.527159,2026-09-05 19:39:00+00:00
2026-09-05 18:40:00+00:00,15.28,15.147927,22.37,17.506239,3027.83,3277.6238,0.0,0.0,19.63,20.339092,2026-09-05 19:40:00+00:00
2026-09-05 18:41:00+00:00,16.99,15.398039,16.58,18.488836,3104.24,3278.3196,0.0,0.0,19.63,20.358742,2026-09-05 19:41:00+00:00
2026-09-05 18:42:00+00:00,16.23,15.139761,22.66,17.773499,3422.11,3294.3853,0.25,0.0,19.63,19.822086,2026-09-05 19:42:00+00:00
2026-09-05 18:43:00+00:00,11.87,15.387235,14.65,17.651669,3170.97,3285.776,0.0,0.0,19.63,19.740904,2026-09-05 19:43:00+00:00
2026-09-05 18:44:00+00:00,17.62,15.231018,21.08,17.923933,3558.98,3266.7532,0.0,0.0,19.63,20.178715,2026-09-05 19:44:00+00:00
2026-09-05 18:45:00+00:00,14.52,17.32164,17.01,19.555744,3485.62,3277.3335,0.0,0.0,19.63,19.493118,2026-09-05 19:45:00+00:00
2026-09-05 18:46:00+00:00,17.55,17.120296,25.23,19.636229,3274.41,3284.4153,0.28,0.0,19.63,19.908346,2026-09-05 19:46:00+00:00
2026-09-05 18:47:00+00:00,14.58,16.648249,15.4,20.413214,3229.66,3242.5452,0.0,0.0,19.63,19.913637,2026-09-05 19:47:00+00:00
2026-09-05 18:48:00+00:00,15.58,17.94058,17.23,20.645567,3417.34,3284.0352,0.0,0.0,20.84,20.189644,2026-09-05 19:48:00+00:00
2026-09-05 18:49:00+00:00,15.21,15.778812,17.1,17.46276,3322.89,3252.313,0.0,0.0,19.63,20.07899,2026-09-05 19:49:00+00:00
2026-09-05 18:50:00+00:00,10.77,15.341205,16.64,17.731518,3551.43,3276.0747,0.0,0.0,20.79,20.11397,2026-09-05 19:50:00+00:00
2026-09-05 18:51:00+00:00,13.93,15.081682,20.33,17.516161,3199.61,3310.5432,0.0,0.0,20.57,20.031382,2026-09-05 19:51:00+00:00
2026-09-05 18:52:00+00:00,16.95,15.599504,18.87,17.178696,3198.24,3267.8801,0.0,0.0,20.79,20.410748,2026-09-05 19:52:00+00:00
2026-09-05 18:53:00+00:00,14.98,15.4334,18.6,17.47315,3286.31,3283.35,0.45,0.0,19.63,19.677893,2026-09-05 19:53:00+00:00
2026-09-05 18:54:00+00:00,13.51,14.779252,19.56,17.275835,3323.65,3307.737,0.0,0.0,19.63,20.246843,2026-09-05 19:54:00+00:00
2026-09-05 18:55:00+00:00,17.35,14.912912,21.34,17.044052,3154.29,3269.2861,0.0,0.0,19.63,20.144308,2026-09-05 19:55:00+00:00
2026-09-05 18:56:00+00:00,11.75,14.725538,10.22,17.078434,3462.92,3295.8203,1.35,0.0,20.81,20.26254,2026-09-05 19:56:00+00:00
2026-09-05 18:57:00+00:00,16.36,15.114739,22.45,17.64179,3224.25,3270.995,0.0,0.0,19.75,20.05328,2026-09-05 19:57:00+00:00
2026-09-05 18:58:00+00:00,15.86,15.036024,15.15,17.11252,2985.1,3262.4727,0.0,0.0,19.63,20.034529,2026-09-05 19:58:00+00:00
2026-09-05 18:59:00+00:00,17.13,14.989086,20.93,17.14241,3364.25,3304.4521,0.0,0.0,19.63,20.293787,2026-09-05 19:59:00+00:00
2026-09-05 19:00:00+00:00,13.11,15.199066,15.47,17.906092,3280.33,3289.8567,0.0,0.0,19.63,20.32534,2026-09-05 20:00:00+00:00
2026-09-05 19:01:00+00:00,13.57,15.463039,17.59,16.970558,3120.88,3242.6858,0.0,0.0,19.63,23.415098,2026-09-05 20:01:00+00:00
2026-09-05 19:02:00+00:00,14.8,15.052997,16.53,17.324308,3166.18,3283.0737,0.0,0.0,20.79,20.43352,2026-09-05 20:02:00+00:00
2026-09-05 19:03:00+00:00,15.03,15.089634,14.4,17.820705,3282.66,3248.882,0.0,0.0,19.63,20.477537,2026-09-05 20:03:00+00:00
2026-09-05 19:04:00+00:00,12.19,15.651102,15.62,17.6284,2998.49,3273.1245,0.0,0.0,20.3,20.613003,2026-09-05 20:04:00+00:00
2026-09-05 19:05:00+00:00,18.63,15.391655,23.64,17.073494,3095.5,3298.4395,0.0,0.0,19.63,20.507496,2026-09-05 20:05:00+00:00
2026-09-05 19:06:00+00:00,15.52,15.266225,16.02,17.023605,3279.2,3295.2668,0.2,0.0,19.63,20.265783,2026-09-05 20:06:00+00:00
2026-09-05 19:07:00+00:00,12.65,15.763523,15.24,18.175718,3375.68,3270.8804,0.46,0.0,19.63,20.335726,2026-09-05 20:07:00+00:00
2026-09-05 19:08:00+00:00,20.39,15.711828,18.54,17.899923,3204.79,3318.2515,0.0,0.0,19.63,20.184183,2026-09-05 20:08:00+00:00
2026-09-05 19:09:00+00:00,16.18,14.921299,20.02,16.648174,3357.9,3267.7568,0.08,0.0,19.94,20.327343,2026-09-05 20:09:00+00:00
2026-09-05 19:10:00+00:00,15.52,15.642321,19.15,17.967407,3522.97,3290.8726,0.0,0.0,19.63,20.484201,2026-09-05 20:10:00+00:00
2026-09-05 19:11:00+00:00,19.97,15.357242,19.15,17.569443,3295.63,3270.4365,0.0,0.0,20.45,20.15956,2026-09-05 20:11:00+00:00
2026-09-05 19:12:00+00:00,12.22,14.524744,14.36,16.934998,3482.85,3287.9363,0.0,0.0,19.94,20.287495,2026-09-05 20:12:00+00:00
2026-09-05 19:13:00+00:00,19.4,14.917398,20.54,17.885096,3500.76,3265.8313,0.0,0.0,19.63,19.911509,2026-09-05 20:13:00+00:00
2026-09-05 19:14:00+00:00,18.3,15.240035,23.86,17.852474,3497.55,3243.7622,0.0,0.032531578,19.63,20.003366,2026-09-05 20:14:00+00:00
2026-09-05 19:15:00+00:00,15.65,15.079458,15.88,17.549078,3002.86,3256.5447,0.0,0.0,19.73,20.025606,2026-09-05 20:15:00+00:00
2026-09-05 19:16:00+00:00,13.92,15.005233,16.82,17.794762,3304.21,3270.0557,0.47,0.0,19.72,20.090914,2026-09-05 20:16:00+00:00
2026-09-05 19:17:00+00:00,12.19,14.879176,15.25,17.118498,3401.43,3244.6973,0.95,0.0,19.63,19.955593,2026-09-05 20:17:00+00:00
2026-09-05 19:18:00+00:00,16.27,15.295688,13.99,17.477137,3277.81,3238.0918,0.0,0.0,19.63,19.987904,2026-09-05 20:18:00+00:00
2026-09-05 19:19:00+00:00,16.52,15.183775,21.04,17.651024,3438.9,3303.1023,0.0,0.0,20.92,20.201477,2026-09-05 20:19:00+00:00
2026-09-05 19:20:00+00:00,17.95,14.644925,22.57,17.078167,3764.33,3252.9038,0.0,0.0,20.93,20.16715,2026-09-05 20:20:00+00:00
2026-09-05 19:21:00+00:00,15.38,15.337903,15.7,17.371372,3302.52,3245.0396,0.0,0.0,20.65,20.135902,2026-09-05 20:21:00+00:00
2026-09-05 19:22:00+00:00,8.0,15.6643715,7.93,17.221182,3269.88,3263.2808,0.41,0.38429308,19.63,19.99531,2026-09-05 20:22:00+00:00
2026-09-05 19:23:00+00:00,11.64,14.789976,15.57,17.320402,3422.05,3279.3682,0.31,0.042008016,19.85,20.383865,2026-09-05 20:23:00+00:00
2026-09-05 19:24:00+00:00,17.87,14.678157,17.7,16.948395,2927.28,3266.6714,0.0,0.0,19.63,19.975037,2026-09-05 20:24:00+00:00
2026-09-05 19:25:00+00:00,15.73,15.041024,19.3,16.823606,3243.41,3282.9326,0.0,0.0,19.63,20.206585,2026-09-05 20:25:00+00:00
2026-09-05 19:26:00+00:00,16.27,14.7822485,22.42,17.552021,3101.46,3262.669,0.0,0.0,19.63,20.930521,2026-09-05 20:26:00+00:00
2026-09-05 19:27:00+00:00,15.78,15.145645,14.57,16.044636,3354.51,3274.3315,0.0,0.0,19.63,19.923136,2026-09-05 20:27:00+00:00
2026-09-05 19:28:00+00:00,13.34,14.841223,16.39,16.8732,3326.31,3285.7603,0.0,0.0,19.68,20.400791,2026-09-05 20:28:00+00:00
2026-09-05 19:29:00+00:00,18.49,15.599601,23.08,17.270906,3363.1,3290.3306,0.0,0.0,20.89,20.26002,2026-09-05 20:29:00+00:00
2026-09-05 19:30:00+00:00,9.56,15.146769,11.82,17.573164,3141.37,3249.7246,0.0,0.0,19.63,20.173517,2026-09-05 20:30:00+00:00
2026-09-05 19:31:00+00:00,15.64,14.581575,18.29,17.609167,3206.04,3253.6064,0.0,0.0,19.77,20.190529,2026-09-05 20:31:00+00:00
2026-09-05 19:32:00+00:00,14.0,15.018453,13.02,17.736767,3015.4,3252.0051,0.0,0.0,20.24,19.984898,2026-09-05 20:32:00+00:00
2026-09-05 19:33:00+00:00,15.13,15.304045,16.07,18.247074,3145.61,3244.592,1.35,0.0,19.63,20.821352,2026-09-05 20:33:00+00:00
2026-09-05 19:34:00+00:00,16.55,15.205359,18.04,17.963102,3171.29,3287.7676,0.08,0.0,19.63,20.070858,2026-09-05 20:34:00+00:00
2026-09-05 19:35:00+00:00,19.1,15.352947,20.78,17.827751,3372.76,3261.402,0.0,2.2152934,20.33,20.2178,2026-09-05 20:35:00+00:00
2026-09-05 19:36:00+00:00,15.17,15.109556,17.19,18.433064,3277.33,3241.704,0.62,0.0,20.75,19.956211,2026-09-05 20:36:00+00:00
2026-09-05 19:37:00+00:00,11.16,15.172512,10.7,17.877512,3158.58,3236.4944,0.0,0.0,20.8,20.419296,2026-09-05 20:37:00+00:00
2026-09-05 19:38:00+00:00,15.61,15.016408,17.65,18.034039,3030.68,3265.9958,1.14,7.2194715,19.74,19.87259,2026-09-05 20:38:00+00:00
2026-09-05 19:39:00+00:00,16.3,14.717936,18.83,18.066887,3276.63,3278.635,0.61,0.0,19.63,20.616827,2026-09-05 20:39:00+00:00
2026-09-05 19:40:00+00:00,14.79,15.057223,12.59,18.027336,3386.95,3250.0964,0.0,0.0,20.11,20.503138,2026-09-05 20:40:00+00:00
2026-09-05 19:41:00+00:00,14.69,15.031921,13.61,17.338108,3490.64,3281.2783,0.0,0.0,19.63,20.45864,2026-09-05 20:41:00+00:00
2026-09-05 19:42:00+00:00,16.78,15.042158,20.34,18.352255,3544.38,3354.0483,0.0,0.0,19.63,19.245064,2026-09-05 20:42:00+00:00
2026-09-05 19:43:00+00:00,13.56,14.558878,13.64,16.920603,3289.96,3283.6519,0.0,0.0,19.63,20.51717,2026-09-05 20:43:00+00:00
2026-09-05 19:44:00+00:00,14.24,14.861991,18.31,17.322823,2964.31,3291.0098,0.0,0.0,19.98,22.087395,2026-09-05 20:44:00+00:00
2026-09-05 19:45:00+00:00,16.85,15.152839,15.57,18.037062,3275.41,3303.7961,0.39,0.0,19.63,19.9274,2026-09-05 20:45:00+00:00
2026-09-05 19:46:00+00:00,16.35,15.161172,17.73,18.211731,3444.63,3298.7043,0.0,0.0,20.34,21.606852,2026-09-05 20:46:00+00:00
2026-09-05 19:47:00+00:00,19.25,14.760097,21.36,17.08889,3341.08,3308.869,0.0,0.0,19.92,20.512169,2026-09-05 20:47:00+00:00
2026-09-05 19:48:00+00:00,17.63,14.752693,23.38,16.862202,3289.83,3285.7349,0.0,0.0,19.63,19.284323,2026-09-05 20:48:00+00:00
2026-09-05 19:49:00+00:00,17.93,15.200338,20.21,18.589693,2931.24,3252.1514,0.0,0.0,19.63,19.270067,2026-09-05 20:49:00+00:00
2026-09-05 19:50:00+00:00,14.0,15.1565275,16.94,17.567463,3278.48,3275.5117,0.0,0.0,19.77,20.121593,2026-09-05 20:50:00+00:00
2026-09-05 19:51:00+00:00,17.8,15.220634,18.41,17.504765,3289.94,3284.224,0.0,0.0,19.63,21.910358,2026-09-05 20:51:00+00:00
2026-09-05 19:52:00+00:00,11.68,15.271604,15.71,17.32363,2888.16,3270.5344,0.24,0.0,19.63,19.7303,2026-09-05 20:52:00+00:00
2026-09-05 19:53:00+00:00,15.53,15.307737,21.4,17.988466,3152.35,3257.6858,0.39,0.0,19.63,20.809942,2026-09-05 20:53:00+00:00
2026-09-05 19:54:00+00:00,15.32,15.277113,17.99,17.847515,3365.61,3271.7344,0.0,0.0,19.63,20.692654,2026-09-05 20:54:00+00:00
2026-09-05 19:55:00+00:00,19.87,15.110984,19.26,18.02588,3280.68,3229.1687,0.18,0.0,20.68,20.633362,2026-09-05 20:55:00+00:00
2026-09-05 19:56:00+00:00,11.8,15.083211,10.37,16.973967,3218.18,3210.5017,0.0,0.0,19.91,22.559395,2026-09-05 20:56:00+00:00
2026-09-05 19:57:00+00:00,18.13,15.30326,22.64,17.680403,3018.9,3197.2605,0.11,0.0,19.91,20.47725,2026-09-05 20:57:00+00:00
2026-09-05 19:58:00+00:00,14.29,15.470487,15.92,18.438683,3063.75,3198.561,0.0,0.0,19.63,21.67372,2026-09-05 20:58:00+00:00
2026-09-05 19:59:00+00:00,14.48,15.330687,20.46,17.445078,3024.97,3176.1824,1.19,0.5408278,19.63,20.135176,2026-09-05 20:59:00+00:00
2026-09-05 20:00:00+00:00,18.0,15.353423,21.16,18.108566,3291.09,3131.495,0.0,0.6950209,19.76,19.618797,2026-09-05 21:00:00+00:00
2026-09-05 20:01:00+00:00,15.78,15.480661,20.62,17.793322,3220.65,3153.2883,0.76,2.530895,19.63,19.816729,2026-09-05 21:01:00+00:00
2026-09-05 20:02:00+00:00,13.63,15.245444,15.43,17.240292,3271.27,3099.713,0.0,0.0,19.63,18.869211,2026-09-05 21:02:00+00:00
2026-09-05 20:03:00+00:00,12.39,15.076386,12.8,16.931265,3102.04,3133.6423,0.0,0.0,19.63,19.196497,2026-09-05 21:03:00+00:00
2026-09-05 20:04:00+00:00,17.73,15.264496,22.91,16.879654,3166.55,3094.8213,0.09,0.0,19.63,21.007824,2026-09-05 21:04:00+00:00
2026-09-05 20:05:00+00:00,12.61,15.06992,14.54,16.970026,3452.88,3145.2585,0.58,0.0,19.63,19.221512,2026-09-05 21:05:00+00:00
2026-09-05 20:06:00+00:00,13.66,15.955528,14.8,17.199768,3134.5,3145.524,0.0,0.0,19.63,19.156237,2026-09-05 21:06:00+00:00
2026-09-05 20:07:00+00:00,10.55,14.943562,13.57,17.36507,3066.59,3149.6987,0.0,0.0,19.63,19.270319,2026-09-05 21:07:00+00:00
2026-09-05 20:08:00+00:00,12.13,15.244703,14.51,16.884348,3184.37,3091.8508,0.0,0.0,20.05,20.097286,2026-09-05 21:08:00+00:00
2026-09-05 20:09:00+00:00,19.28,15.491448,19.62,17.118608,3403.22,3090.0613,0.0,0.0,21.06,20.079786,2026-09-05 21:09:00+00:00
2026-09-05 20:10:00+00:00,9.7,14.873757,13.17,17.100311,3091.17,3140.2927,0.0,0.0,19.63,20.293236,2026-09-05 21:10:00+00:00
2026-09-05 20:11:00+00:00,15.16,14.898564,14.99,17.8284,3008.88,3094.349,0.65,0.0,19.63,20.063557,2026-09-05 21:11:00+00:00
2026-09-05 20:12:00+00:00,16.21,14.084347,15.13,16.813652,3331.85,3157.7258,0.0,0.0,20.02,20.229183,2026-09-05 21:12:00+00:00
2026-09-05 20:13:00+00:00,13.11,15.172493,15.92,17.392424,3076.8,3109.476,0.0,0.0,20.95,20.06773,2026-09-05 21:13:00+00:00
2026-09-05 20:14:00+00:00,18.24,14.608104,20.46,17.435974,3100.51,3098.486,0.0,0.0,19.97,20.452868,2026-09-05 21:14:00+00:00
2026-09-05 20:15:00+00:00,12.01,14.326697,17.88,16.936623,3294.45,3114.664,0.0,0.0,19.72,19.788937,2026-09-05 21:15:00+00:00
2026-09-05 20:16:00+00:00,15.06,14.71031,16.16,17.729399,3151.02,3191.8557,0.0,0.0,20.43,20.066986,2026-09-05 21:16:00+00:00
2026-09-05 20:17:00+00:00,16.29,14.644643,17.86,17.254793,3269.46,3187.07,0.0,0.0,19.69,20.238605,2026-09-05 21:17:00+00:00
2026-09-05 20:18:00+00:00,17.21,14.724941,24.8,17.069096,3193.44,3167.575,0.0,0.0,19.63,19.885477,2026-09-05 21:18:00+00:00
2026-09-05 20:19:00+00:00,11.95,14.871717,11.98,17.06034,2994.27,3100.766,0.0,0.0,19.79,20.087282,2026-09-05 21:19:00+00:00
2026-09-05 20:20:00+00:00,16.02,15.166127,17.73,16.868668,2969.13,3161.2712,0.0,0.0,19.63,19.69971,2026-09-05 21:20:00+00:00
2026-09-05 20:21:00+00:00,23.15,14.888415,32.64,17.405037,3140.97,3099.7266,0.0,0.0,20.21,21.546663,2026-09-05 21:21:00+00:00
2026-09-05 20:22:00+00:00,11.54,15.423732,13.39,16.931507,3422.11,3050.4163,0.0,0.0,19.63,20.29106,2026-09-05 21:22:00+00:00
2026-09-05 20:23:00+00:00,14.76,15.351972,14.06,16.772512,3091.4,3074.8977,0.69,0.0,19.63,20.429522,2026-09-05 21:23:00+00:00
2026-09-05 20:24:00+00:00,11.79,15.725457,13.74,17.706913,3291.53,3070.6301,0.0,0.0,20.25,20.40513,2026-09-05 21:24:00+00:00
2026-09-05 20:25:00+00:00,16.16,15.257977,20.15,17.822332,3286.2,3082.2708,0.0,0.0,20.31,19.623804,2026-09-05 21:25:00+00:00
2026-09-05 20:26:00+00:00,15.35,15.501647,16.88,17.158527,2949.53,3181.0984,0.0,0.0,19.93,19.992779,2026-09-05 21:26:00+00:00
2026-09-05 20:27:00+00:00,16.14,15.39441,14.55,16.920568,3261.51,3145.6875,0.24,0.0,19.63,19.869814,2026-09-05 21:27:00+00:00
2026-09-05 20:28:00+00:00,16.84,15.177032,21.52,16.964874,3048.7,3137.1619,0.0,0.0,19.63,20.36995,2026-09-05 21:28:00+00:00
2026-09-05 20:29:00+00:00,14.8,14.934286,15.69,17.18599,3126.8,3121.6614,0.87,0.0,20.8,20.263977,2026-09-05 21:29:00+00:00
2026-09-05 20:30:00+00:00,11.88,14.826205,11.24,16.17337,3281.01,3098.1626,0.0,0.0,20.91,20.460155,2026-09-05 21:30:00+00:00
2026-09-05 20:31:00+00:00,12.03,14.82482,13.21,16.624285,3184.42,3115.748,0.23,0.0,19.63,20.28606,2026-09-05 21:31:00+00:00
2026-09-05 20:32:00+00:00,15.96,15.323748,15.38,17.96263,3256.25,3133.5933,0.0,0.0,20.44,21.316656,2026-09-05 21:32:00+00:00
2026-09-05 20:33:00+00:00,16.22,14.654173,16.74,16.199846,3314.41,3080.7625,0.0,0.0,19.63,19.813332,2026-09-05 21:33:00+00:00
2026-09-05 20:34:00+00:00,17.73,15.262727,17.85,17.560753,3088.81,3070.1565,0.46,0.0,19.63,20.194672,2026-09-05 21:34:00+00:00
2026-09-05 20:35:00+00:00,12.42,15.374472,13.09,17.812681,3039.38,3114.579,0.4,0.0,20.74,20.064005,2026-09-05 21:35:00+00:00
2026-09-05 20:36:00+00:00,13.51,14.921354,15.2,16.900211,3150.69,3110.2583,0.0,0.0,19.67,20.081158,2026-09-05 21:36:00+00:00
2026-09-05 20:37:00+00:00,14.4,15.219396,16.41,16.436867,3302.72,3075.204,0.0,0.0,19.95,21.090734,2026-09-05 21:37:00+00:00
2026-09-05 20:38:00+00:00,18.62,15.2867365,20.79,17.155825,3212.88,3076.9382,0.39,0.0,19.63,20.907898,2026-09-05 21:38:00+00:00
2026-09-05 20:39:00+00:00,20.9,15.11451,23.21,16.679201,3042.03,3128.2144,0.0,0.0,20.78,20.161867,2026-09-05 21:39:00+00:00
2026-09-05 20:40:00+00:00,15.34,15.670939,20.27,16.784607,3157.0,3115.2039,0.0,0.0,19.63,20.373905,2026-09-05 21:40:00+00:00
2026-09-05 20:41:00+00:00,9.28,15.4237175,11.83,17.193657,3257.47,3120.303,0.0,0.0,20.69,20.240017,2026-09-05 21:41:00+00:00
2026-09-05 20:42:00+00:00,16.24,15.454722,18.29,17.073193,3081.26,3086.7056,0.0,0.0,19.63,21.087696,2026-09-05 21:42:00+00:00
2026-09-05 20:43:00+00:00,19.01,15.893101,17.07,17.943905,3093.47,3100.0364,0.0,0.0,19.63,20.548828,2026-09-05 21:43:00+00:00
2026-09-05 20:44:00+00:00,17.0,15.410846,20.65,17.023834,3225.46,3068.9602,0.0,0.0,20.24,20.956137,2026-09-05 21:44:00+00:00
2026-09-05 20:45:00+00:00,18.02,14.809428,17.68,17.056318,3062.8,3097.2686,0.0,0.0,19.63,20.728285,2026-09-05 21:45:00+00:00
2026-09-05 20:46:00+00:00,13.88,14.86193,17.28,16.968306,3329.1,3123.589,0.0,0.0,20.65,20.156765,2026-09-05 21:46:00+00:00
2026-09-05 20:47:00+00:00,16.49,15.283178,18.03,16.034,3032.5,3120.2742,0.0,0.0,19.63,20.238691,2026-09-05 21:47:00+00:00
2026-09-05 20:48:00+00:00,14.37,15.381138,14.07,16.967703,3110.28,3112.6465,0.62,0.0,20.36,20.323961,2026-09-05 21:48:00+00:00
2026-09-05 20:49:00+00:00,18.83,14.90097,20.92,16.611044,3096.82,3182.5605,0.0,0.0,19.63,20.004747,2026-09-05 21:49:00+00:00
2026-09-05 20:50:00+00:00,17.14,14.340887,14.59,16.380655,3186.99,3205.839,0.51,0.0,20.6,20.879555,2026-09-05 21:50:00+00:00
2026-09-05 20:51:00+00:00,21.3,14.779,23.89,16.677967,3249.77,3191.6013,0.0,0.0,19.63,20.061438,2026-09-05 21:51:00+00:00
2026-09-05 20:52:00+00:00,16.77,15.826436,19.09,16.755308,3048.89,3198.9714,0.0,0.0,21.1,20.225683,2026-09-05 21:52:00+00:00
2026-09-05 20:53:00+00:00,14.87,14.9925375,17.92,16.082327,2944.88,3245.9724,0.0,0.69137657,19.63,20.338392,2026-09-05 21:53:00+00:00
2026-09-05 20:54:00+00:00,13.77,14.660001,18.03,16.349997,2941.49,3210.4019,0.0,0.0,19.68,20.220818,2026-09-05 21:54:00+00:00
2026-09-05 20:55:00+00:00,16.79,14.824673,20.23,16.969585,2911.03,3165.93,0.0,0.0,19.63,20.19409,2026-09-05 21:55:00+00:00
2026-09-05 20:56:00+00:00,17.03,13.391733,23.52,15.020102,3184.84,3214.7024,0.0,0.0,20.39,20.640722,2026-09-05 21:56:00+00:00
2026-09-05 20:57:00+00:00,15.41,14.861646,21.45,15.957971,2704.18,3128.896,1.45,0.1795851,19.63,20.24838,2026-09-05 21:57:00+00:00
2026-09-05 20:58:00+00:00,17.21,14.941398,17.19,15.5020685,3117.82,3132.5884,0.0,0.26434356,19.64,20.249086,2026-09-05 21:58:00+00:00
2026-09-05 20:59:00+00:00,14.53,14.930212,12.41,16.94476,3153.61,3155.179,0.0,0.0,20.52,20.393024,2026-09-05 21:59:00+00:00
2026-09-05 21:00:00+00:00,17.57,15.148737,20.8,16.16362,2972.92,2980.5042,0.0,15.744159,19.7,20.384323,2026-09-05 22:00:00+00:00
2026-09-05 21:01:00+00:00,10.86,14.429601,15.82,16.253891,3360.2,2992.9937,0.0,20.087936,19.63,20.40824,2026-09-05 22:01:00+00:00
2026-09-05 21:02:00+00:00,16.04,14.484873,18.02,16.33605,3275.49,2959.0247,0.0,20.213818,20.27,20.405111,2026-09-05 22:02:00+00:00
2026-09-05 21:03:00+00:00,14.17,14.31239,14.31,15.528699,3091.8,3004.7905,0.0,0.82665616,19.63,20.277613,2026-09-05 22:03:00+00:00
